Review Text,Actual Sentiment,Predicted Sentiment,Original Rating
aplikasi timeout,neutral,neutral,5
uhh parah bukana gampang ribet bikin susah udh masuk kali kali ga verifikasi kirain bantu taua susah payah,negative,negative,1
error g d pake daptar sehat,negative,negative,1
coba perintah timbang perhati baik aplikasi obat sulit regulasi guna aplikasi gilir daftar login sulit otp berharihari gak masuk tolong masyarakat bayar pajak dll fasilitas sehat sulit aplikasi manual,negative,negative,5
semenjak update apk mobile jkn pindah faskes gabisa buka fiturfiturnya kira offline udah pake wifi data loading antre gak munculmuncul jaring tolong baik,positive,positive,5
update eror tampil aplikasi kedip layar rusak tolong baik,neutral,positive,5
rubah faskes bener cepet,neutral,neutral,4
susah bro,negative,negative,5
baik rating info riwayat layan kasih bintang riwayat obat kasih bintang otomatis bintang,positive,positive,4
aplikasi mudah gunakantks develop,positive,positive,1
jempol moga kembang jaga amanah baik sukses,positive,positive,1
jam siang sampe jam sore x kode otp lupa password kirim kirim,neutral,neutral,2
yg kasih bintang bawah otak pakai aplikasi bagus mudah urus obat,positive,positive,1
bantu dlm sehat mudah pengunaannya,positive,positive,5
mudah cepat proses nya,positive,positive,2
update mudah pakai suka susah log in,positive,positive,5
cacat app mudah logout masuk akun lagiini susah guna lansiaemang aplikasi perintah gak bener,neutral,neutral,1
servernya tolom gabisa dicancel,neutral,neutral,1
hebat mudah,positive,positive,1
bantu,neutral,neutral,1
apasih lag banget ga,neutral,neutral,4
udah kali kali otp gapernah muncul daftar nomor telp pakai ngurusin ganti no telpon suruh isi no jkn msk aplikasi aj gabisa hadeh verifikasi gausah sulit g sih masukin notelp lgsg msk kode nya by sms coba pake email gabisa daftar pls baik aplikasi kasi ortu yg paham utk kantor jg susah krn batas jarak kondisi,negative,negative,5
aplikasi sih suruh cek jaring mulu lancar benerin gak,neutral,neutral,1
bantu proses pendaftara,neutral,neutral,5
bantu mudah,positive,positive,5
jelwk sekalidulu pas knstall daftar ayah menkbggal langsung ubah serta aplkkasi nggan lihat data serta aja nggak diijinkan aplikaai sampah,negative,negative,5
sulit masyarakat,negative,negative,5
alhamdulillah lumayan susah,negative,negative,5
aplikasi kikir lupa sandi pake pulsa perak fbig google gak narik peser kalo lupa sandi,neutral,neutral,5
ga daftar bpjs kasih kantor pos perintah non aktif daftar mandiri tunggak are you oke uda adu bom respon,positive,positive,1
manfaat mudah,positive,positive,5
bantu data valid,neutral,neutral,3
tolongg doonggg diperbaikiiiii login gak mulu no ktp no hp email salahh pdhal bner semuaaa ituuuu trs buatt apk astaghfirullahaladzim tlong pandawa gk hasil jg,neutral,neutral,5
aplikasi bagus bantu,positive,positive,1
aplikasi sampahini buat plat merah gk benar kalo aplikasi mudah sulit kode otp gk masuk korupsi ada baik aplikasi ubah tahunmengecewakan biasa plat merah optimal rakyat ganti aja swasta,positive,neutral,4
udah masuk masuk info akses menu masukmasuk loading muluapa daftar ambil antri nungguin banget kagak masukmasuk menu lewat jadwal tanggal periksa internetnya pake jaring wifi kagak masukmasuk pake jaring data kuota kagak masukmasukkalau aplikasi kagak bener kagak bagus jelek kayak gin mending hapus hilang aplikasi internet play store,neutral,neutral,5
ga dapeg otp,neutral,neutral,1
bantu mudah,positive,positive,1
apk nyaa aneh cuman kpke pas d pke tiba udh logout gk msuk lgi pdahal udah bener sandi no nya tetep aja gk masukmasuk,negative,negative,5
ajib rame beud,neutral,neutral,1
login susah tolong mudah,neutral,neutral,5
bantu,neutral,neutral,5
ganti sandi aja susah banget kali masuk pesan email kode otp gagal alas nomor telepon blm daftar jelas nomor yg daftarin mobile jkn nomor yg msh pake kalo aplikasi dlm baik jgn pasang dululah ujung nya bales mohon maaf call center via email,negative,negative,1
kayak kena virus layar hitam kalo sentuh putih,neutral,neutral,5
suka logout susah guna pas lupa sandi gabisa ubah password sms pulsa,neutral,neutral,2
sanggat bantu,neutral,neutral,2
eror gagal hubung server,negative,negative,5
turun iur bpjs hasil nya bawah umr,neutral,neutral,1
layan cepat anti ribet,positive,positive,3
akses muncul notifikasi coba gagal login,negative,negative,5
membatukarna ngambil antrianmakasih mobile jkn,neutral,neutral,5
proses cepat,positive,positive,1
aplikasi bantu fadilitas sehat smoga aja data yg d nya retas kcuali perintah,neutral,neutral,5
mudah akses baharu data ga kantor,positive,positive,5
login jkn susah fermuk nyaudah kali kali,negative,negative,5
login nik daftar sodara mobile jkn akibat susah login akun aplikasi daftar nik login akun hapus akun,negative,negative,1
heh jkn lu tau ga kalo orang sepuh kalo kontrol musti pake apl lu anak yg muda ga slalu nemenin rs coba hapus sistem aja gausa pake pin segalaa orangtua skrg musti pake hp mana kalo ga hp musti yg muda anak yg nemenin lu pikir anak gak kerja gak sibuk kah antri hari rs dpat obat nya hri gak mikir kah sepuh,neutral,neutral,1
mimimi,neutral,neutral,1
mudah guna terimakasih,positive,positive,1
mobile jkn sampah gagal login verifikasi via sms kode kirim ulang coba gagal login sistem nyusahin masyarakat,negative,negative,1
aplikasi ribet sdh login pakai sidik jari msh tdk bs login,neutral,neutral,5
ok komunikatif aplikasi,neutral,neutral,5
buat lapor tdk kirim muncul prompt kandung spesial karakter aneh karakter yg krn katakata susun a z,negative,negative,1
gimana sih daftar aja susah verifikasi gagal mulu susah nih aplikasi,negative,negative,1
parah skema ponzi tipu nonaktif tinggal nyesel serta bpjs,negative,negative,4
terima kasih mudah,positive,positive,1
sulit ganti pasword,negative,negative,1
masuk aman,neutral,neutral,1
kode otp nya gimana sih aneh,negative,negative,2
perintah konoha jago urus validasi contoh aplikasi jalan masyarakat gak solusi hikmah kode otp gk kirim dll,positive,positive,1
kak ambil no antri online app mjkn terang pasien rekam medik faskes tuju udah konfir faskes tuju rekam medik silah app utk ambil no antri app terang suruh rekam medik faskes tuju muncul knp ya,neutral,neutral,5
sampe nunggu kode otp udah jam nungguin kode otp doang minimal dibenerin,neutral,neutral,5
tolong mudah login nya suka log out kayak gin susah pas kontrol,positive,positive,5
mebul ngerti,neutral,neutral,4
wokeyy,neutral,neutral,5
jkn bantu,neutral,neutral,1
bpjs ribet obat aja kaya nrima bantu goblog,neutral,neutral,5
barusan habis antri online tau login pake nik tp gak kali login,neutral,neutral,1
seringkali login sampe jengkel obat jd kendala jkn sebel,neutral,neutral,1
terlogout tdk login bagus skrg turun performa aplikasi rating bintang baca rata nilai bintang,positive,positive,5
aplikasi busuk verifikasi rumit ga daftarin orang,neutral,neutral,1
layan bagus tugas rama,positive,positive,5
aplikasi bantu,neutral,neutral,5
niat ndak siih apk batalin antri aja susah ambil antri,negative,negative,1
verivikasi sms gak kasih kasih gak daftar,neutral,neutral,1
apl sok sok online biar gausah antri tp sulit down mulu bikin yg bener kek,negative,negative,5
aplikasi jelek telat bayar premi,negative,negative,1
bagus,positive,positive,1
halo jkn aplikasi pakai perangkat handphone,neutral,neutral,2
jkn mobile mudah layan,positive,positive,5
buka aplikasi ter log out terus log in,neutral,neutral,1
isi skrining tau tau udah data salah simpul risiko sakit cek aja cek rangkum skrining isi simpul risiko diabetes jantung ya ampun,neutral,neutral,5
aplikasi yg sulit pasien reset login ulang ribet aplikasi,negative,negative,5
nggak bikin captcha ribet salah dikit nunggu,neutral,neutral,5
untmemudahkan urus dlm sehat ringan dlm antri periksa dll,neutral,neutral,5
log out lupa password susah masuk kirim kode otp sms ga masukmasuk ga kondisi darurat kah aplikasi niat user ss password login biar ga lupa apa apps ga diss aplikasi sehat repot guna mudah akses,negative,negative,1
call center buruk fasilitas suara buruk customer service ramah sabar kalo ngerasa gamau eja customer service resign aja gaada tanggung karyawan khas apk perintah,negative,negative,5
aplikasi serba digitalisasi sistem canggih hubung cs wa tpi hsil isi link link muncul alangkah baik sistem manual,positive,positive,1
apk engga guna yaa,neutral,neutral,1
mudah layan,positive,positive,5
sms verifikasi masuk telat timer habis pulsa habis sia sia,neutral,neutral,1
g login lupa pasword emailnomer hp daftar,neutral,neutral,2
sangan manfaat,neutral,neutral,5
terimakasih mudah dlm layan sehat,positive,positive,5
mudah,positive,positive,1
masuk akun susah banget captcha gak muncul,negative,negative,1
server hubung,neutral,neutral,1
minimal versi android brp bs install bantu mlh nyusahin ga orang pakai hp baru,neutral,neutral,1
aplikasi jkn bantu poko nya bagus banget,positive,positive,2
tau hasil,neutral,neutral,5
bagus pandawara bantu,positive,positive,5
muda layan cepat kantor bpjs,positive,positive,1
aplikasi jelekkk banget,neutral,neutral,4
ko daftar atw ambil antri aplikasi ko tutup terusapa kantor bpjs atw aplikasi,neutral,neutral,1
tolong baik sistem daftar pas verifikasi poto gagal,neutral,neutral,1
mudah cpt mudah moga depan,positive,positive,1
apikasi mudah serta bpjs moga depan,positive,positive,5
pindah faskes ngga,neutral,neutral,5
loginnya,neutral,neutral,1
bagus tolong,positive,positive,1
,neutral,neutral,4
apk sampah,negative,negative,5
kode verifikasi ga kirim kirim,neutral,neutral,1
mudah rubah utk obat laku,positive,positive,3
mudah pasien serta bpjs,positive,positive,1
rubah edit puskesmas sesuai domisili gimana ya ga bisasoalnya salah masukin puskesmas sdh gitu cari ketemu sesuai tolong baik,positive,positive,1
kali coba notifnya pin salah saha reset pin gak masuk alas pin salah,neutral,neutral,5
great aplikssi,neutral,neutral,1
password bener chapca sesuai eh tetep nggak masukdibilang chapca salah aplikasi,neutral,neutral,1
daftar aplikasi suka eror kuota tulis nomer antri ambil mohon nomer wa hubung pake otomatis sistem,positive,positive,5
nge scan wajah aja g,neutral,neutral,1
logout masuk lg susah urgent bener aplikasi bosok bikin orang kesel,negative,negative,5
lupa sandi kode verifikasi kirim kirim,neutral,neutral,5
lelet log out gilir login kode gaptcha ga muncul sampah aja gilir notif tagih gak ilang sampe bulan mudah iklan sulit,negative,negative,4
mobile jkn mudah percaya,positive,positive,5
aplikasi mudah pasien daftar periksa rujuk tingkat,positive,positive,5
ucap terimakasih pasilitas aplikasi mobile jkn mudah lapis masyarakat akses program mudah proses regitrasinya regard f e yunus,positive,positive,5
aplikasi log out sndri pas login susah tolong baik,neutral,neutral,1
aplikasi jelekkkkk daftarin error mulu sulit huuu,negative,negative,1
bug banyaksewaktu error daftar utk kontrol rutin oper sinisangat profesional,negative,negative,2
logout pas dimasukin sandi salah udah bener lot jaring udua bagus tolong bik ya makasih,positive,positive,5
lelet ribet,negative,negative,1
ganggu ga ambil nomor antri susah banget,negative,negative,3
no comnt,neutral,neutral,3
aplikasi gimana sih login gak nik salah udah bener kirim kode otp gak masuk nomer aktif jgn sulit kasi yg bener benee lg butuhin ga,negative,negative,1
kali coba medapatka otp via nomor telepon aplikasi kirim otp ntamohon baik cepat,positive,positive,2
print kartu suruh ubah alamat email gua udah muter muter kaga nemu yg nama atur profile koplak,neutral,neutral,5
bantu masyarakat layan sehat era digitalisasi,neutral,neutral,1
kode captchanya ga muncul pdahal sinyal oke gtu trs aja bulan ga,positive,positive,1
aplikasi tolol kali kali daftar biometrik gagal,negative,negative,1
haduh aplikasi buat indonesia lot bet sandi rubah gilir lupa sandi otp sms otp,neutral,neutral,5
aplikasi sesuai negara ny ga cui hidup dunia aja y hmmmm,neutral,neutral,5
layan,neutral,neutral,1
banget eror duh eror pas booking jdi bingung gimanain jaring oke pake google cepet tpi pas masuk apk jdi offline y,positive,positive,5
buruk sulit,negative,negative,2
atur jkn kadang akses kadang gak akses kunci akses,neutral,neutral,1
ngambil antri nggak gagal tulis kuota pasien habis rubah tanggal tanggal,negative,negative,1
anehh verivikasi gagal mulu pake sms gak email gak bisaa bisa verivikasi wajah sekali coba gagal kocak,negative,negative,5
aplikasi ribet nyusahin org obat udah bener data nya non aktif hadehh pas masukin salah ktnya udh persis,neutral,neutral,1
aplikasi bagus manfaat,positive,positive,2
knp susah bgt masuk akun ga bagus aplikasi tolong benerin,neutral,neutral,1
ehm,neutral,neutral,5
skrng pake jkn tp forma nya sulit pas registrasi,negative,negative,5
bagus kurang dag dag dig dig,neutral,positive,1
aplikasi gak gimana pakekny ribet baik apklihat rating bintang,positive,positive,5
dr apk daftar jkn tolong d baik lg,positive,positive,3
knpa daftar obat buka aplikasi jkn pakai sandi kadang yg download aplikasi anak yg suruhemak yg obat lupa sandi nya klu daftar obat ngak pakai sandi ok,neutral,neutral,5
ambil antri faskes rujuk lanjut loading gagal teru gilirian udah isi nomer hp pakai format gak pakek gak yg bener pakai format yg gimana,negative,negative,5
mantab mudah,positive,positive,5
maksud gagal hubung server rs tuju aplikasi mudah tp sulit,negative,negative,1
t o p bantu,neutral,neutral,1
mudah obat,positive,positive,1
aplikasi jkn tdk muncul layar,neutral,neutral,1
mantap proses cepat,positive,positive,5
ok oah,neutral,neutral,1
aplikasi tololudhh nomer benerr ngga kirim kode,neutral,neutral,2
ni apk gjls nyuruh masukin no tlp gilir ud msukin no tlp kode verifikasi ga muncul tp pulsa uda sedot bbrp kali grgr ngulang ngulang mulu,neutral,neutral,5
bantu proses kartu bpjs,neutral,neutral,1
verivikasi otp kali nyoba tp tdk trkirim,neutral,neutral,1
verivikasi wajah nya ribet tida langus,neutral,neutral,5
mudah operasional,positive,positive,1
gabisa booking jadwal muncul transaksi proses udah ulang kali kaya gin mohon baik sistem nya,positive,positive,5
aplikasi cacatenyisahin org aja,neutral,neutral,5
alhamdulillah mobile jkn mudah proses obat rs,positive,positive,4
faskes tibatiba ubah ubah aju ubah,neutral,neutral,1
aplikasi susah login habis login,negative,negative,1
apk buka pakai wifi jaring koneksi jkn,neutral,neutral,5
layan mobil jkn kali gangguanmau obat faskes faskes daftar via online aplikasi jkn aplikasi ganggu ambil anriankejadian hambat proses pengobatantolong cepat aplikasi baik rugi masyarakat yg butuh pelayanankarena era digital sistem canggihini jaman modern serba onlinedan update aplikasi logoutdan login sulit,positive,positive,5
ni aplikasi buruk sdh x hapus instal daftar ulang tp logout sndri dn gx bsa buka lg klau mmng butuh hrus pke knapa tdk baik dn hnya mnyusahkn sdh antri gx bsa bka pdahal rujuk dlm geram,neutral,neutral,5
kali log in notif kalo nik gua salah sesuai ktpgiliran nik aman captcha yg salah ga aplikasi,neutral,neutral,1
captcha muncul,neutral,neutral,1
sya aplikasi bikin ribet cekup rs ajh peke aplkasi gimna orang gaptek nenek bwa kartu ajh udh culup pmborosan beli aplikasi sanggat guna,neutral,neutral,5
aplikasi perintah bag nyasaya ngisi nomer email pas verifikasi nomer orang yg saran apk perintah ribet karna butuh lapor wa ngisi gfrom udh proses nya,neutral,neutral,5
bpjs anj dokter suruh kerja yg bener gak make gak suruh bayar gila,neutral,neutral,4
lambat lot,negative,negative,1
verifikasi wajah gagal,negative,negative,2
diupdate aplikasi loadingnya berat lag,neutral,neutral,5
moga lancar aman,neutral,neutral,5
very good,neutral,neutral,5
apl gajelas,neutral,neutral,1
logout rep iya tinggal login butuh logout kudu login repot,negative,negative,5
ntah kayak gin udah ambil rujuk nya situ palak aja,neutral,neutral,5
mo masuk susah ampun no daftar ganti nomor ganti pas foto terang abis dah foto notif ferifikasi lol,negative,negative,4
nice,neutral,neutral,2
bantu era digitalisasi,neutral,neutral,5
aplikasi gmna sih login udh masukin pass nik salah bilang trus yg bener iya ganti pass,neutral,neutral,5
